t,src,nbr,cluster,attack_type,attack_active,B,C,S,H,rho,trust_before,action,trust_after,pdr,delay_norm,qos,reward,reward_base,gray_penalty,onoff_penalty,collusion_penalty,pred_malicious,true_malicious,route_score,selected_next_hop
3,0,22,0,onoff,1,0.3333333432674408,0.7538211941719055,1.0,0.12325166165828705,0.0,0.45,0,0.4,0.3,0.4696695876519643,0.36909912370441067,0.13333948116101157,0.1356156443218125,0.0,0.0032516616582870528,0.0,1,1,0.2241846950846831,7
3,0,35,0,none,0,0.9166666865348816,0.8265435695648193,1.0,0.0,0.0,0.6000000000000001,0,0.55,1.0,0.2963565551758275,0.9110930334472517,0.8962752056884604,0.8962752056884604,0.0,0.0,0.0,0,0,0.4888825634946774,7
3,0,39,0,none,0,0.8333333134651184,0.8382194638252258,1.0,0.03608439117670059,0.29277002811431885,0.55,1,0.55,0.9,0.33006912466986743,0.8309792625990398,0.7844758063655464,0.7844758063655464,0.0,0.0,0.0,0,0,0.4476680906445195,7
3,1,2,0,none,0,0.9166666865348816,0.8350052833557129,1.0,0.07216878235340118,1.0,0.4,0,0.35000000000000003,1.0,0.3130985155726273,0.9060704453282118,0.6104155195495804,0.8904155195495804,0.0,0.0,0.35,1,0,0.34212465586487406,24
3,1,24,0,none,0,0.9166666865348816,0.84200519323349,1.0,0.07216878235340118,0.0,0.45,2,0.5,1.0,0.2546472986608882,0.9236058104017335,0.9108734454686891,0.9108734454686891,0.0,0.0,0.0,0,0,0.468262035428746,24
3,1,29,0,none,0,0.9166666865348816,0.8156143426895142,1.0,0.0416666679084301,0.5773502588272095,0.55,0,0.5,1.0,0.33902402962571226,0.8982927911122862,0.8813415896310007,0.8813415896310007,0.0,0.0,0.0,0,0,0.43342171703021504,24
3,2,1,0,none,0,0.8333333134651184,0.8299909234046936,1.0,0.03608439117670059,1.0,0.5,0,0.45,0.9,0.27458517590775605,0.8476244472276732,0.5238951884322853,0.8038951884322854,0.0,0.0,0.35,1,0,0.37166855652968556,24
3,2,13,0,collusion,1,0.5833333134651184,0.7418245077133179,1.0,0.18633899092674255,0.0,0.5,2,0.55,0.6,0.42892059072703836,0.5913238227818884,0.40344049959681677,0.44987779324553656,0.0,0.06633899092674256,0.0,0,1,0.3769633397618003,24
3,2,24,0,none,0,0.8333333134651184,0.8244585394859314,1.0,0.03608439117670059,1.0,0.5,2,0.55,0.9,0.2773297692095458,0.8468010692371363,0.522934580776659,0.802934580776659,0.0,0.0,0.35,0,0,0.4213803742329977,24
3,2,29,0,none,0,0.8333333134651184,0.8239609599113464,1.0,0.0416666679084301,0.5773502588272095,0.45,0,0.4,0.9,0.2932810700023908,0.8420156789992828,0.7973516254991633,0.7973516254991633,0.0,0.0,0.0,1,0,0.3637247277906639,24
3,3,4,0,none,0,0.8333333134651184,0.8297390937805176,1.0,0.06909634917974472,0.8660253882408142,0.55,2,0.6000000000000001,0.9,0.3106080533208613,0.8368175840037416,0.6184668707450472,0.7912871813376986,0.0,0.0,0.2160253882408142,0,0,0.4489150092482639,25
3,3,10,0,none,0,0.9166666865348816,0.8305491209030151,1.0,0.0,0.0,0.55,2,0.6000000000000001,1.0,0.3440725475437802,0.8967782357368659,0.8795746083596769,0.8795746083596769,0.0,0.0,0.0,0,0,0.5088723842960424,25
3,3,12,0,none,0,0.8333333134651184,0.8369005918502808,1.0,0.03608439117670059,0.5,0.6000000000000001,1,0.6000000000000001,0.9,0.2936418599178124,0.8419074420246563,0.7972253490287657,0.7972253490287657,0.0,0.0,0.0,0,0,0.467167601132351,25
3,3,15,0,grayhole,1,0.5,0.7657888531684875,1.0,0.10206207633018494,0.984731912612915,0.5,0,0.45,0.5,0.4311619369808176,0.5206514189057547,0.08130779196638183,0.34909332205671384,0.0,0.0,0.334731912612915,1,1,0.25791506233757233,25
3,3,25,0,none,0,0.9166666865348816,0.8312814235687256,1.0,0.0,0.0,0.55,2,0.6000000000000001,1.0,0.26529757995520775,0.9204107260134377,0.9071458470156772,0.9071458470156772,0.0,0.0,0.0,0,0,0.5171437558928426,25
3,3,28,0,grayhole,1,0.5,0.7722204327583313,1.0,0.0416666679084301,0.0,0.55,0,0.5,0.5,0.40362064527501024,0.528913806417497,0.35873277415374644,0.35873277415374644,0.0,0.0,0.0,0,1,0.33011983403426326,25
3,4,3,0,none,0,0.9166666865348816,0.8336020708084106,1.0,0.03608439117670059,0.0,0.6000000000000001,1,0.6000000000000001,1.0,0.3108962477717992,0.9067311256684603,0.8911863132798703,0.8911863132798703,0.0,0.0,0.0,0,0,0.5123558957721005,38
3,4,10,0,none,0,0.8333333134651184,0.8270191550254822,1.0,0.0416666679084301,0.8660253882408142,0.5,1,0.5,0.9,0.3319948116401095,0.8304015565079672,0.6109815053333103,0.7838018159259617,0.0,0.0,0.2160253882408142,0,0,0.3966693996247428,38
3,4,12,0,none,0,0.8333333134651184,0.8328402638435364,1.0,0.03608439117670059,0.5773502588272095,0.45,0,0.4,0.9,0.3294347552580565,0.831169573422583,0.7846978356596803,0.7846978356596803,0.0,0.0,0.0,1,0,0.35992859083881895,38
3,4,15,0,grayhole,1,0.5833333134651184,0.8045779466629028,1.0,0.06909634917974472,0.5222329497337341,0.35000000000000003,0,0.30000000000000004,0.6,0.395959659977157,0.6012121020068528,0.461414119007995,0.461414119007995,0.0,0.0,0.0,1,1,0.23192375028217146,38
3,4,33,0,none,0,0.9166666865348816,0.83856600522995,1.0,0.03608439117670059,1.0,0.55,2,0.6000000000000001,1.0,0.2743362759727265,0.917699117208182,0.6239823034095457,0.9039823034095458,0.0,0.0,0.35,0,0,0.4711946910228637,38
3,4,38,0,none,0,0.9166666865348816,0.830714762210846,1.0,0.0,0.0,0.55,2,0.6000000000000001,1.0,0.2798428450764403,0.9160471464770679,0.9020550042232459,0.9020550042232459,0.0,0.0,0.0,0,0,0.5156165030551131,38
3,5,6,0,none,0,0.9166666865348816,0.8404310345649719,1.0,0.0,0.0,0.45,2,0.5,1.0,0.3049227086355566,0.9085231874093329,0.8932770519775552,0.8932770519775552,0.0,0.0,0.0,0,0,0.46298311738140574,25
3,5,9,0,none,0,0.8333333134651184,0.8328176140785217,1.0,0.0416666679084301,0.8660253882408142,0.6000000000000001,2,0.6500000000000001,0.9,0.3246069035381969,0.8326179289385409,0.6135672731689797,0.7863875837616311,0.0,0.0,0.2160253882408142,0,0,0.47244512997544374,25
3,5,18,0,none,0,0.8333333134651184,0.830112636089325,1.0,0.03608439117670059,0.5773502588272095,0.6500000000000001,1,0.6500000000000001,0.9,0.31130550142512015,0.836608349572464,0.791043074501208,0.791043074501208,0.0,0.0,0.0,0,0,0.48683216249127736,25
3,5,25,0,none,0,0.9166666865348816,0.806469738483429,1.0,0.06909634917974472,0.0,0.55,2,0.6000000000000001,1.0,0.3349071386809679,0.8995278583957096,0.8827825014616613,0.8827825014616613,0.0,0.0,0.0,0,0,0.5098347522266377,25
3,6,5,0,none,0,0.9166666865348816,0.8173725008964539,1.0,0.03608439117670059,0.0,0.5,2,0.55,1.0,0.3021206260855076,0.9093638121743477,0.8942577808700723,0.8942577808700723,0.0,0.0,0.0,0,0,0.488277336049161,18
3,6,11,0,onoff,1,0.4166666567325592,0.7397464513778687,1.0,0.03608439117670059,1.0,0.4,0,0.35000000000000003,0.4,0.4566336950263917,0.4430098914920825,-0.039821793259237015,0.24017820674076296,0.0,0.0,0.35,1,1,0.18005346202222886,18
3,6,18,0,none,0,0.9166666865348816,0.8220325112342834,1.0,0.0,0.0,0.6500000000000001,2,0.7000000000000002,1.0,0.34136038313883765,0.8975918850583486,0.8805238659014069,0.8805238659014069,0.0,0.0,0.0,0,0,0.5591571615585614,18
3,6,25,0,none,0,0.9166666865348816,0.8400156497955322,1.0,0.0416666679084301,0.5773502588272095,0.6500000000000001,0,0.6000000000000001,1.0,0.2870594025156037,0.9138821792453189,0.8995292091195387,0.8995292091195387,0.0,0.0,0.0,0,0,0.4888780028767765,18
3,7,0,0,grayhole,1,0.5833333134651184,0.7723146080970764,1.0,0.06909634917974472,0.5,0.55,0,0.5,0.6,0.3554550767962362,0.6133634769611291,0.47559072312131734,0.47559072312131734,0.0,0.0,0.0,0,1,0.3371772133601165,8
3,7,8,0,none,0,0.9166666865348816,0.8362865447998047,1.0,0.0,0.0,0.6500000000000001,2,0.7000000000000002,1.0,0.30227438132439505,0.9093176856026814,0.8942039665364617,0.8942039665364617,0.0,0.0,0.0,0,0,0.5632611917490778,8
3,7,14,0,none,0,0.9166666865348816,0.8351471424102783,1.0,0.03608439117670059,0.5222329497337341,0.55,0,0.5,1.0,0.27451758230061013,0.9176447253098169,0.9039188461947865,0.9039188461947865,0.0,0.0,0.0,0,0,0.44267516843820875,8
3,7,22,0,onoff,1,0.25,0.7138309478759766,1.0,0.06909634917974472,0.0,0.5,0,0.45,0.2,0.5502635968170507,0.27492092095488474,0.007407741114032279,0.007407741114032279,0.0,0.0,0.0,1,1,0.216222324122349,8
3,7,39,0,none,0,0.8333333134651184,0.8459985852241516,1.0,0.03608439117670059,0.5222329497337341,0.45,0,0.4,0.9,0.2774106090118664,0.84677681729644,0.8029062868458468,0.8029062868458468,0.0,0.0,0.0,1,0,0.36787140063352697,8
4,0,7,0,none,0,0.8333333134651184,0.847988486289978,0.2734653055667877,0.03333333507180214,1.0,0.6000000000000001,2,0.6500000000000001,0.9,0.14097635258915858,0.8877070942232524,0.774087991035094,0.8506582765937946,0.0,0.0,0.0957128569483757,0,0,0.5619836245525212,39
4,0,22,0,onoff,1,0.1666666716337204,0.7817764282226562,0.2734653055667877,0.1433720886707306,0.7745966911315918,0.4,0,0.35000000000000003,0.1,0.2740087575211154,0.28779737274366535,-0.12993848816195996,0.0040969348676096196,0.1291666616996129,0.023372088670730595,0.034072872212911415,1,1,0.21215837093374404,39
4,0,35,0,none,0,0.8333333134651184,0.8591316938400269,0.2734653055667877,0.03333333507180214,1.0,0.55,2,0.6000000000000001,0.9,0.11370813712042901,0.8958875588638713,0.7836318664491493,0.8602021520078499,0.0,0.0,0.0957128569483757,0,0,0.5398467871767378,39
4,0,39,0,none,0,0.9166666865348816,0.882795512676239,0.2734653055667877,0.03333333507180214,0.05812381953001022,0.55,2,0.6000000000000001,1.0,0.019825199912536333,0.994052440026239,0.9930611800306123,0.9930611800306123,0.0,0.0,0.0,0,0,0.6165889256046141,39
4,1,2,0,none,0,0.9166666865348816,0.8760015368461609,0.2734653055667877,0.06666667014360428,1.0,0.35000000000000003,1,0.35000000000000003,1.0,0.04736501243766522,0.9857904962687003,0.9068519600881165,0.9834222456468171,0.0,0.0,0.0957128569483757,1,0,0.44631281526842786,24
4,1,24,0,none,0,0.9166666865348816,0.8744487762451172,0.2734653055667877,0.06666667014360428,0.0,0.5,2,0.55,1.0,0.08647189239062204,0.9740584322828134,0.9697348376632823,0.9697348376632823,0.0,0.0,0.0,0,0,0.5872065946615068,24
4,1,29,0,none,0,0.8333333134651184,0.8541403412818909,0.2734653055667877,0.040824830532073975,0.40824830532073975,0.5,2,0.55,0.9,0.09759231466456421,0.9007223056006307,0.8658426898674025,0.8658426898674025,0.0,0.0,0.0,0,0,0.5431677765833096,24
4,2,1,0,none,0,0.9166666865348816,0.8752130270004272,0.2734653055667877,0.03333333507180214,0.7745966911315918,0.45,2,0.5,1.0,0.0308707717438503,0.9907387684768448,0.9619369321193232,0.9891952298896524,0.0,0.0,0.034072872212911415,0,0,0.5331878594403568,1
4,2,13,0,collusion,1,0.5,0.7973478436470032,0.2734653055667877,0.17950549721717834,0.0,0.55,0,0.5,0.5,0.1287413433200743,0.6113775970039776,0.4132866817859492,0.454940529837974,0.0,0.05950549721717835,0.0,0,1,0.4352683023139143,1
4,2,24,0,none,0,0.9166666865348816,0.8663338422775269,0.2734653055667877,0.03333333507180214,1.0,0.55,0,0.5,1.0,0.06121306843549941,0.9816360794693502,0.9020051404888746,0.9785754260475752,0.0,0.0,0.0957128569483757,0,0,0.5198587693886554,1
4,2,29,0,none,0,0.8333333134651184,0.8556029796600342,0.2734653055667877,0.040824830532073975,0.40824830532073975,0.4,2,0.45,0.9,0.1241375935255313,0.8927587219423405,0.8565518422660641,0.8565518422660641,0.0,0.0,0.0,1,0,0.4903805223029081,1
4,3,4,0,none,0,0.9166666865348816,0.8716595768928528,0.2734653055667877,0.06666667014360428,0.9045340418815613,0.6000000000000001,2,0.6500000000000001,1.0,0.051338454885645576,0.9845984635343062,0.9263465571577916,0.9820315407900241,0.0,0.0,0.06960622954029069,0,0,0.6001915728207894,25
4,3,10,0,none,0,0.9166666865348816,0.8700761795043945,0.2734653055667877,0.0,0.0,0.6000000000000001,0,0.55,1.0,0.06437113777390491,0.9806886586678285,0.9774701017791333,0.9774701017791333,0.0,0.0,0.0,0,0,0.5895271738962622,25
4,3,12,0,none,0,0.9166666865348816,0.872211754322052,0.2734653055667877,0.03333333507180214,0.5773502588272095,0.6000000000000001,2,0.6500000000000001,1.0,0.07837407394059803,0.9764877778178205,0.9725690741207907,0.9725690741207907,0.0,0.0,0.0,0,0,0.6120761039515349,25
4,3,15,0,grayhole,1,0.4166666567325592,0.8023534417152405,0.2734653055667877,0.09718253463506699,0.7288689613342285,0.45,1,0.45,0.4,0.20007142878256648,0.5199785713652301,0.3127206602373018,0.32997499992610174,0.0,0.0,0.02156792461099996,1,1,0.345479540974382,25
4,3,25,0,none,0,0.9166666865348816,0.866913914680481,0.2734653055667877,0.0,0.0,0.6000000000000001,2,0.6500000000000001,1.0,0.08664306690863977,0.9740070799274081,0.9696749265819761,0.9696749265819761,0.0,0.0,0.0,0,0,0.6371886213371151,25
4,3,28,0,grayhole,1,0.3333333432674408,0.7975399494171143,0.2734653055667877,0.06236095726490021,0.0,0.5,1,0.5,0.3,0.2565295928409186,0.4330411221477244,0.19271464945955372,0.2102146425056785,0.02499999006589257,0.0,0.0,0,1,0.37285053611422564,25
4,4,3,0,none,0,0.8333333134651184,0.8755996227264404,0.2734653055667877,0.040824830532073975,0.5773502588272095,0.6000000000000001,2,0.6500000000000001,0.9,0.043847558421209104,0.9168457324736372,0.8846533545525769,0.8846533545525769,0.0,0.0,0.0,0,0,0.5912013880810707,38
4,4,10,0,none,0,0.9166666865348816,0.8769829273223877,0.2734653055667877,0.040824830532073975,0.5773502588272095,0.5,0,0.45,1.0,0.007536521722262317,0.9977390434833213,0.9973622173972082,0.9973622173972082,0.0,0.0,0.0,1,0,0.5195140469344601,38
4,4,12,0,none,0,0.9166666865348816,0.8758446574211121,0.2734653055667877,0.03333333507180214,0.6123724579811096,0.4,2,0.45,1.0,0.03913080021451096,0.9882607599356467,0.9863042199249211,0.9863042199249211,0.0,0.0,0.0,1,0,0.5146206487308485,38
4,4,15,0,grayhole,1,0.5833333134651184,0.8276873230934143,0.2734653055667877,0.06666667014360428,0.6123724579811096,0.30000000000000004,0,0.25000000000000006,0.6,0.21109258601420317,0.656672224195739,0.5261175948950289,0.5261175948950289,0.0,0.0,0.0,1,1,0.29856466122188086,38
4,4,33,0,none,0,0.9166666865348816,0.8726534843444824,0.2734653055667877,0.03333333507180214,0.6123724579811096,0.6000000000000001,2,0.6500000000000001,1.0,0.0827622047460527,0.9751713385761842,0.9710332283388815,0.9710332283388815,0.0,0.0,0.0,0,0,0.6100393512550366,38
4,4,38,0,none,0,0.9166666865348816,0.870775580406189,0.2734653055667877,0.0,0.0,0.6000000000000001,2,0.6500000000000001,1.0,0.060834850433415494,0.9817495448699753,0.9787078023483046,0.9787078023483046,0.0,0.0,0.0,0,0,0.6398984840670137,38
4,5,6,0,none,0,0.9166666865348816,0.8786354064941406,0.2734653055667877,0.0,0.0,0.5,2,0.55,1.0,0.0544203928541244,0.9836738821437626,0.9809528625010565,0.9809528625010565,0.0,0.0,0.0,0,0,0.5905720021128391,18
4,5,9,0,none,0,0.75,0.8643839955329895,0.2734653055667877,0.06236095726490021,0.8164966106414795,0.6500000000000001,0,0.6000000000000001,0.8,0.10849308652935472,0.8274520740411935,0.7081025825108005,0.7620274197147259,0.024999999999999994,0.0,0.045531046504906664,0,0,0.524152017327725,18
4,5,18,0,none,0,0.9166666865348816,0.8681520819664001,0.2734653055667877,0.03333333507180214,0.17407765984535217,0.6500000000000001,2,0.7000000000000002,1.0,0.07418064258431331,0.9777458072247059,0.9740367750954904,0.9740367750954904,0.0,0.0,0.0,0,0,0.6556636816451632,18
4,5,25,0,none,0,0.9166666865348816,0.8533644080162048,0.2734653055667877,0.06666667014360428,0.0,0.6000000000000001,2,0.6500000000000001,1.0,0.06349970811526304,0.980950087565421,0.9777751021596579,0.9777751021596579,0.0,0.0,0.0,0,0,0.6396186740104195,18
4,6,5,0,none,0,0.9166666865348816,0.8648149371147156,0.2734653055667877,0.03333333507180214,0.0,0.55,0,0.5,1.0,0.04035659789684501,0.9878930206309464,0.9858751907361043,0.9858751907361043,0.0,0.0,0.0,0,0,0.5670487005833533,18
4,6,11,0,onoff,1,0.5,0.7917150259017944,0.2734653055667877,0.06666667014360428,0.9045340418815613,0.35000000000000003,0,0.30000000000000004,0.5,0.1540637304427268,0.6037808808671818,0.39039271071281306,0.44607769434504563,0.0,0.0,0.06960622954029069,1,1,0.2919054188872959,18
4,6,18,0,none,0,0.9166666865348816,0.8706834316253662,0.2734653055667877,0.0,0.0,0.7000000000000002,2,0.7500000000000002,1.0,0.024559784597405487,0.9926320646207782,0.9914040753909081,0.9914040753909081,0.0,0.0,0.0,0,0,0.6937073659797947,18
4,6,25,0,none,0,0.9166666865348816,0.8747460246086121,0.2734653055667877,0.040824830532073975,0.6123724579811096,0.6000000000000001,2,0.6500000000000001,1.0,0.07623021334134747,0.9771309359975957,0.9733194253305284,0.9733194253305284,0.0,0.0,0.0,0,0,0.6107252103525307,18
4,7,0,0,grayhole,1,0.6666666865348816,0.8142697215080261,0.2734653055667877,0.09718253463506699,0.5555555820465088,0.5,2,0.55,0.7,0.15553675270720407,0.7433389741878387,0.6455621365524785,0.6455621365524785,0.0,0.0,0.0,0,1,0.48145478134803343,8
4,7,8,0,none,0,0.9166666865348816,0.8712875247001648,0.2734653055667877,0.0,0.0,0.7000000000000002,2,0.7500000000000002,1.0,0.0813700924926904,0.9755889722521929,0.9715204676275584,0.9715204676275584,0.0,0.0,0.0,0,0,0.6877422836507898,8
4,7,14,0,none,0,0.9166666865348816,0.8795413374900818,0.2734653055667877,0.03333333507180214,0.5144957304000854,0.5,2,0.55,1.0,0.026513234126590537,0.9920460297620228,0.9907203680556933,0.9907203680556933,0.0,0.0,0.0,0,0,0.5703499441230869,8
4,7,22,0,onoff,1,0.3333333432674408,0.7596016526222229,0.2734653055667877,0.06236095726490021,0.04583492502570152,0.45,2,0.5,0.3,0.2387459798075244,0.43837620605774263,0.21643890706736646,0.21643890706736646,0.0,0.0,0.0,0,1,0.37265524368893743,8
4,7,39,0,none,0,0.9166666865348816,0.8852142691612244,0.2734653055667877,0.03333333507180214,0.5345224738121033,0.4,0,0.35000000000000003,1.0,0.03816832974405926,0.9885495010767822,0.9866410845895792,0.9866410845895792,0.0,0.0,0.0,1,0,0.4682249592059906,8
